timestamp,date,request_rate_per_sec,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate_per_sec,error_percentage,active_requests,total_requests,artist_service_requests,album_service_requests,recommendation_service_requests,api_gateway_requests
2025-11-30 23:08,2025-11-30,5.911664259738292,0,0,95,0,0,0,0,0,1.4223328532032227,1.5112622375214575,1.4667985328850695,0
2025-11-30 23:09,2025-11-30,5.911587694895235,0,0,95,0,0,0,0,0,0,1.5112454444126835,1.4667649452186209,0
2025-11-30 23:10,2025-11-30,0,0,0,0,99,0,0,0,0,1.4223802644738304,0,0,0
2025-11-30 23:11,2025-11-30,5.911760072875278,0,0,0,99,0,0,0,19563,1.4223881676401664,1.511287428117677,0,1.511270635008903
2025-11-30 23:12,2025-11-30,0,0,50,0,0,0,0,0,19915,1.4223644588437248,0,1.4667975436062408,0
2025-11-30 23:13,2025-11-30,0,0,50,95.00000000000001,99,0,0,0,0,1.4223644588437248,1.5112454444126835,0,1.5112286516770979
2025-11-30 23:14,2025-11-30,5.911646470918598,0,50,0,99,0,0,0,0,1.422348653213619,1.5112706342624511,1.4667817390298439,0
2025-11-30 23:15,2025-11-30,0,0,0,94.99999999999999,99,0,0,0,0,0,1.5112706342624511,1.4668143367589708,0
2025-11-30 23:16,2025-11-30,5.911628690045751,0,50,0,,0,0,0,21323,1.4223486535648786,0,1.4667891461627514,0
2025-11-30 23:17,2025-11-30,5.911735377302661,0,0,95,99.00000000000001,0,0,0,0,1.4223881676401664,1.5112790310034447,0,1.5112622390143111
2025-11-30 23:18,2025-11-30,0,0,50,0,99,0,0,0,22027,1.4223565560286717,0,0,1.511262237894671
2025-11-30 23:19,2025-11-30,5.911751183,0,50,95,99,0,0,0,22379,0,1.5112790310034447,1.4668138424597916,0
2025-11-30 23:20,2025-11-30,0,0,,95.00000000000001,99,0,0,0,0,0,0,0,1.5112118596878896
2025-11-30 23:21,2025-11-30,5.911653385201273,0,0,0,99,0,0,0,0,0,0,1.466789640791188,1.5112454444126835
2025-11-30 23:22,2025-11-30,5.911801564849851,0,0,0,99,0,0,0,23435,0,1.5113042223461408,0,1.5112874292374163
2025-11-30 23:23,2025-11-30,5.911694382,0,50,0,0,0,0,0,0,1.4223723620100606,1.511287428117677,1.4667975436062408,0
2025-11-30 23:24,2025-11-30,0,0,0,0,99.00000000000001,0,0,0,0,1.4224830109059587,0,1.4670860993295023,1.511321023666181
2025-11-30 23:25,2025-11-30,5.912048548063923,0,50,0,0,0,0,0,0,0,0,0,1.5113378137891982
2025-11-30 23:26,2025-11-30,0,0,50,,99,0,0,0,0,0,0,1.4669205396848004,0
2025-11-30 23:27,2025-11-30,5.912146362834006,0,50,95,0,0,0,0,0,0,1.511396597321677,0,0
2025-11-30 23:28,2025-11-30,0,0,0,0,98.99999999999999,0,0,0,25547,0,1.5113462094103527,1.466863238347224,1.511321018067632
2025-11-30 23:29,2025-11-30,5.9121942902741536,0,50,0,0,0,0,0,25899,0,0,0,1.5113630103578268
2025-11-30 23:30,2025-11-30,0,0,50,0,99,0,0,0,0,0,1.5113210173211307,0,1.5112958270981247
2025-11-30 23:31,2025-11-30,0,0,50,0,99,0,0,0,0,1.4224434915610737,0,1.4668795400769792,0
2025-11-30 23:32,2025-11-30,5.912040152310908,0,0,95,0,0,0,0,0,1.4224592989476883,0,1.466871636208007,0
2025-11-30 23:33,2025-11-30,0,0,50,0,98.99999999999999,0,0,0,0,1.422451395078716,0,0,1.5113378130426969
2025-11-30 23:34,2025-11-30,5.911940862987031,0,50,95,0,0,0,0,0,1.4224355876921013,1.5113042242123567,0,1.5113294159284152
