Date,Timestamp,Total_Violations,Total_Lines,Total_Files,Defect_Density,Avg_Complexity,Max_Complexity,E_Errors,W_Warnings,F_Errors
2025-11-16,2025-11-16_18-46-37,1827,3064,9,596.28,20.40,55,240,193,16
